NOM DU LIEU,SOURCE_codes_temp,ADRESSE,TELEPHONE,URL,PUBLICS,TYPOLOGIE,ESPACES PROPOSÉS,DESCRIPTION,IMAGE,MODELE_JURIDIQUE,FABRIQUE_DE_TERRITOIRE,DEPARTEMENT,ÉTAT DE VOTRE TIERS-LIEUX,BAN_latitude,BAN_longitude,BAN_adress,BAN_adress_full,BAN_city,BAN_postcode,BAN_depcode
Le Cercle Pointu,FTL,Rue de la Broderie 49120 Chemillé-en-Anjou,02 41 29 14 11,http://lecerclepointu.fr,Professionnels,T,,Le Cercle Pointu est une ancienne usine textile de 2000 m² de bâtiments sur un espace de 4400 m². En fonction des besoins  et des demandes  cet espace est loué à des entreprises  des entrepreneurs en devenir  des associations pour développer leurs activités. L’esprit est que ce lieu soit un espace économique de valorisation humaine et sociale  d’échanges et d’expérimentations.,,Autre,NON,49,En activité,47.22013,-0.729728,Rue de la Broderie (Chemillé),Rue de la Broderie (Chemillé) 49120 Chemillé-en-Anjou,Chemillé-en-Anjou,49120,undefined
Le Puzzle,FTL,24 rue Crébillon 44000 Nantes,02 40 12 18 18,https://www.lepuzzle.fr/,Professionnels,T,,Le Puzzle est un espace de location de salles et bureaux qui possède également un espace dédié au coworking. Le Puzzle peut accueillir des entreprises pour leurs formations  réunions  séminaires etc... Le Puzzle propose un accompagnement sur-mesure pour tous types d'événements et divers prestations de restaurations selon les besoins et demandes du clients grâce à ses nombreux prestataires locaux.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/puzzle.jpg,SARL/SAS/SA,NON,44,En activité,47.213432,-1.561586,24 Rue Crébillon,24 Rue Crébillon 44000 Nantes,Nantes,44000,undefined
Loircowork,FTL,Zone d’Activités Economiques de l’Aurière 72340 Loir en Vallée,Non renseigné,https://www.loircowork.com/,Professionnels,T,,Loircowork est un espace de coworking initié par la Communauté de communes Loir-Lucé-Bercé. Il dispose d'un open space et de bureaux privatifs avec la fibre optique  et propose de nombreux ateliers à destination des professionnels pour les aider à mieux appréhender les nouveaux usages digitaux ainsi que les nouvelles méthodes de travail et de recrutement. Aujourd'hui  Loircowork est un espace pilote  permettant de préfigurer la création d'un bâtiment permettant d'augmenter les offres du territoire à destination des professionnels  notamment  la domiciliation d'entreprises et un Fab-Lab.,https://www.loircowork.com/wp-content/uploads/2018/12/chairs-2181960_640.jpg,Collectivité,NON,72,En activité,47.746946,0.611363,Rue de l’Activité,Rue de l’Activité 72340 Loir en Vallée,Loir en Vallée,72340,undefined
Work in Excess,FTL,182 rue paul Bellamy 44000 Nantes,07 67 29 49 78,https://www.workinexcess.com,Professionnels,T,,Work in Excess est un lieu atypique et convivial  composé d’espaces de travail dédiés et variés  destinés aux télétravailleurs  indépendants  startup et petites entreprises : Open space  call room  salle de réunion  bureaux ouverts ou fermés  une grande cuisine équipée  un salon cosy pour se décontracter et une grande terrasse extérieure couverte.,https://www.workinexcess.com/img/front/1_1600.jpg,SARL/SAS/SA,NON,44,En activité,47.230972,-1.563801,182 Rue Paul Bellamy,182 Rue Paul Bellamy 44000 Nantes,Nantes,44000,undefined
L'Archipel,FTL-CAPTL,Zone Artisanale du Mottay 53240 Montflours,Non renseigné,https://www.facebook.com/archipelmontflours/,Professionnels – Citoyens,T,,L'Archipel vise à répondre aux besoins locaux par la mutualisation et la coopération. La dynamique est née sous l'impulsion de la BAM-Brasserie Associative de Montflours qui avait besoin de nouveaux locaux à Montflours (commune rurale de 280 habitants). Le projet se traduit par la construction d'un bâtiment de 720 m2 pour accueillir 5 entreprises. L'activité commence en 2020 sur la gestion de biens communs (espaces  véhicule  matériel). La SCIC comporte en mars 2021: 114 membres.,,SCIC ou SCOP,NON,53,En activité,48.172956,-0.73148,Le Motey du Haut,Le Motey du Haut 53240 Montflours,Montflours,53240,undefined
Hacoona,FTL,223 avenue des alliés 44150 Ancenis,02 52 77 01 02,https://www.hacoona.fr/,Professionnels,T-D,,Hacoona est un véritable lieu d'émulation pour les entreprises et entrepreneurs du Pays d'Ancenis. Il a été créé pour permettre aux indépendants  télétravailleurs  porteurs de projets de travailler efficacement  à côté de leur domicile  en leur permettant d'agrandir leur réseau et de participer à des évènements pour développer leurs compétences. Ici  se côtoient des profils très variés  permettant une diversité des échanges et de créer des synergies entre les professionnels. Plusieurs salles de réunion et bureaux fermés sont à disposition des entreprises à la recherche d'un cadre inspirant pour développer leur activité.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/hacoona-coworking-6.jpg,SARL/SAS/SA,NON,44,En activité,47.367749,-1.172869,223 Avenue des Alliés,223 Avenue des Alliés 44150 Ancenis-Saint-Géréon,Ancenis-Saint-Géréon,44150,undefined
LE 67 ateliers de créateurs,FTL,67 rue du millau  44000 Nantes,06 11 76 72 86,https://www.le67ateliers.com/,Professionnels – Citoyens,T-O-D-C,,LE 67  ATELIERS DE CREATEURS abrite 37 créateurs  artistes et artisans d’art . Le début de l'aventure débute en 2003 au « 67 » rue du Millau  à Nantes où les premiers installés redonnent vie à ce bâtiment qui a abrité durant 40 ans les ateliers « Le Bois Doré » spécialisés dans la dorure et la sculpture sur bois. A l’arrêt de cette activité  la propriétaire des lieux  Catherine Schaerrer  décide de le restaurer et de l’aménager en locaux dédiés aux ateliers d’art. C’est ainsi que se sont installés petit à petit sculpteurs sur bois  sur pierre  doreuses  artiste émailleuse sur métaux plasticienne sur métaux  photographes  tapissier  peintres décorateurs  architecte d'intérieur artiste verrier  artistes peintres  graphiste  ébéniste  créatrices bijoux  créatrices textiles  luthiers  relieuse  couturière  créateurs de chaussures et de maroquinerie..etc Ce fut le début d’une nouvelle aventure originale pour ce lieu en continuité avec l’ancienne tradition de dorure et de sculpture sur bois qui avait pris naissance au début des années 60. Le «67 » fut inauguré le 20 Mai 2010  après 7 ans de travaux entièrement financés par la propriétaire  en présence d’amis et de clients des créateurs déjà installés et ce fut un très beau succès. Aujourd’hui ce lieu affiche complet et ces 37 occupants sont animés de la même passion  créer  se faire connaître et partager ou mutualiser leur savoir-faire.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/le_67.jpg,Autre,NON,44,En activité,47.26094,-1.525674,67 Rue du Millau,67 Rue du Millau 44300 Nantes,Nantes,44300,undefined
Le Jardin,FTL,36 avenue Albert de Mun 44600 Saint-Nazaire,07 49 75 16 17,https://www.lejardin-sn.fr/,Professionnels – Citoyens,O-D-C,,Le Jardin est un lieu éco-responsable invitant à découvrir  créer  partager et savourer ensemble en plein cœur de Saint-Nazaire. Il regroupe divers activités et usages autour de valeurs communes : penser  produire et consommer autrement.  Le Jardin est composé d’espaces de travail pour entrepreneurs créatifs (architecture  graphisme  design thinking  naturopathie  stratégie culturelle  réalité virtuelle  etc.) et d’espaces ouverts au public (Cantine du Jardin  boutiques Silebo et FFIL  espace de programmation d'ateliers  de rencontres  d'expositions etc.). Le Jardin ce sont aussi des espaces privatisables pour réunions  séminaires  et événements publics ou privés.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/le_jardin.jpg,SARL/SAS/SA,NON,44,En activité,47.278417,-2.209263,36 Avenue Albert de Mun,36 Avenue Albert de Mun 44600 Saint-Nazaire,Saint-Nazaire,44600,undefined
Le Planty,FTL-CAPTL,6 rue de la Tonnellerie 49460 Ecuillé,06 77 92 60 40,https://www.leplanty.fr,Professionnels – Citoyens,T-O-D-C,1-2-5-6-9-17,Le Planty à Ecuillé  l’espace de coworking rural  collaboratif et gourmand du Nord de l’agglomération angevine  est un lieu d’activités associatif  dans lequel les professionnels et les particuliers peuvent se retrouver pour travailler  échanger  partager  se nourrir  se ressourcer.•Il propose aux entreprises  travailleurs indépendants et salariés du territoire différents espaces de travail  des salles de réunion et de formation avec une cuisine collective  un espace documentations ...  ainsi qu'un parc de 1.8 ha. L’objectif est de mettre à disposition un cadre de travail de proximité authentique et naturel où se sentir comme chez soi.•Les adhérents bénéficient des équipements et services de qualité professionnelle  dont la fibre numérique PRO.•Il se veut aussi centre de ressources pour les habitants afin d’entreprendre et d’apprendre dans les domaines du numérique  du jardinage écologique  du mieux-être  du recyclage et de l’entrepreneuriat.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/le_planty_new.jpg,Association,NON,49,En activité,47.61492,-0.562819,Rue de la Tonnellerie,Rue de la Tonnellerie 49460 Écuillé,Écuillé,49460,undefined
Le Tiers-Lieu du Montreuillais,PiNG-CAPTL-FTL,rue de l'Europe 49260 Montreuil-Bellay,02 41 52 38 99,https://csc-rolandcharrier.centres-sociaux.fr/tiers-lieu/,Professionnels – Citoyens,O-D-C,1-3-4-11,Le Tiers-Lieu du Montreuillais se compose de 3 bureaux (de 13m² à 20m²)  d'une salle de formation (pouvant accueillir une dizaine de personnes) et d'un atelier de 500m². Tous ces espaces sont à la disposition des citoyens  des associations  des collectifs  des auto-entrepreneurs  des entreprises  etc. de manière ponctuelle ou régulière. Les ateliers  les animations et les événements qui s'y déroulent sont principalement tournées vers le réemploi  la transition écologique  le développement durable afin de répondre à des problématiques sociétales et environnementales : Comment mieux consommer  moins gaspiller  mieux vivre et faire ensemble ?  Le Tiers-Lieu du Montreuillais souhaite créer un collectif de citoyens réunis autour de valeurs communes liées à l'éco-responsabilité.  Le Tiers-Lieu du Montreuillais fait partie intégrante du Centre Social et Culturel Intercommunal Roland Charrier de Montreuil-Bellay et s'intègre à son projet social et associatif  visant à mettre en place des activités et des lieux afin de créer du lien intergénérationnel autour de valeurs fortes.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/tiers_lieu_du_montreuillais_49260.jpg,Association,NON,49,En activité,47.125211,-0.138026,Rue d'Europe,Rue d'Europe 49260 Montreuil-Bellay,Montreuil-Bellay,49260,undefined
Le Thiers lieu,FTL-PiNG,12 rue thiers 49000 Angers,02 41 86 05 05,https://aca.centres-sociaux.fr,Citoyens,T-O-D-C,,Eespace de proximité avec des pôles : convivialité - co-réparation couture - éco frigo ( distribution légumes """"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""moches"""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""""" anti gaspillage pour tous) - espace lecture - animations bien être et zéro déchets - aide administrative - troc de livres - .... tous les jours sur les vacances scolaires.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/main/photos/aca-angers.jpeg,Association,NON,49,En activité,47.443057,-0.567481,12 Rue du Lierre,12 Rue du Lierre 49000 Angers,Angers,49000,undefined
WeForge La Roche-sur-Yon Haras,FTL,114 rue du Maréchal Joffre 85000 La Roche-sur-Yon,,https://www.weforge.fr/coworking-vendee/,Professionnels–Citoyens,T-O-D-C,1-6-7,WeForge est une structure 100 % privée qui depuis 2013 accompagne les porteurs de projet dans leur réussite. Notre ADN est de proposer des solutions concrètes complètes et flexibles pour faciliter la vie des jeunes entreprises en les aidant à développer leur activité à des coûts maîtrisés ; en mettant à leur disposition des locaux en organisant des événements networking et des workshops thématiques mais aussi avec des mises en relation avec des réseaux d’entrepreneurs de clients d’investisseurs et de prestataires.,https://raw.githubusercontent.com/multi-coop/data-ping-tiers-lieux/refs/heads/main/photos/weforge-laroche-haras.jpg,SARL/SAS/SA,NON,85 : Vendée,En activité,46.665179,-1.424042,114 Rue du maréchal joffre,114 Rue du maréchal joffre 85000 La Roche-sur-Yon,La Roche-sur-Yon,85000,undefined
